Result Date,Numbers,Bonus Number,Prize,Rollover
2014-Jun-27 Friday,"['4', '6', '7', '16', '18', '40', '46']",34,"21,466,878.40",True
2014-Jun-20 Friday,"['12', '17', '32', '36', '43', '44', '49']",4,"15,000,000",True
2014-Jun-13 Friday,"['12', '16', '24', '29', '36', '40', '47']",44,"10,000,000",True
2014-Jun-06 Friday,"['3', '5', '17', '30', '36', '47', '49']",31,"32,685,302.80",False
2014-May-30 Friday,"['2', '5', '10', '11', '23', '25', '31']",46,"24,019,719.70",True
2014-May-23 Friday,"['3', '11', '16', '24', '31', '39', '43']",2,"18,000,000",True
2014-May-16 Friday,"['12', '13', '16', '30', '32', '35', '37']",7,"13,000,000",True
2014-May-09 Friday,"['5', '7', '29', '35', '39', '41', '49']",14,"50,000,000",True
2014-May-02 Friday,"['6', '15', '18', '19', '25', '44', '46']",28,"50,000,000",True
2014-Apr-25 Friday,"['3', '9', '24', '25', '28', '36', '40']",48,"31,711,872.50",True
2014-Apr-18 Friday,"['9', '16', '24', '30', '39', '40', '45']",14,"23,433,239.20",True
2014-Apr-11 Friday,"['1', '3', '14', '33', '35', '39', '45']",28,"15,549,201",True
2014-Apr-04 Friday,"['19', '30', '33', '34', '36', '41', '48']",11,"10,000,000",True
2014-Mar-28 Friday,"['8', '15', '16', '21', '31', '37', '39']",20,"48,000,000",False
2014-Mar-21 Friday,"['1', '2', '4', '21', '23', '35', '40']",5,"43,000,000",True
2014-Mar-14 Friday,"['3', '4', '5', '7', '31', '33', '40']",49,"50,000,000",False
2014-Mar-07 Friday,"['1', '6', '7', '16', '22', '31', '33']",25,"50,000,000",True
2014-Feb-28 Friday,"['4', '7', '20', '22', '26', '28', '29']",47,"50,000,000",True
2014-Feb-21 Friday,"['1', '10', '16', '23', '29', '35', '39']",46,"50,000,000",True
2014-Feb-14 Friday,"['6', '8', '11', '16', '17', '19', '24']",29,"50,000,000",True
2014-Feb-07 Friday,"['13', '19', '37', '38', '40', '43', '48']",46,"40,000,000",True
2014-Jan-31 Friday,"['6', '10', '16', '27', '38', '40', '45']",39,"30,000,000",True
2014-Jan-24 Friday,"['7', '10', '15', '23', '30', '36', '44']",45,"20,000,000",True
2014-Jan-17 Friday,"['4', '9', '18', '32', '35', '38', '40']",12,"50,000,000",False
2014-Jan-10 Friday,"['12', '28', '31', '38', '40', '41', '45']",15,"50,000,000",True
2014-Jan-03 Friday,"['7', '16', '31', '35', '39', '44', '48']",42,"46,000,000",True
2015-Dec-25 Friday,"['5', '8', '9', '12', '22', '39', '45']",38,"60,000,000",False
2015-Dec-18 Friday,"['6', '20', '28', '29', '30', '31', '46']",45,"60,000,000",True
2015-Dec-11 Friday,"['7', '12', '28', '34', '45', '46', '48']",49,"55,000,000",True
2015-Dec-04 Friday,"['8', '15', '24', '25', '27', '36', '43']",32,"50,000,000",True
2015-Nov-27 Friday,"['4', '8', '9', '20', '23', '45', '46']",31,"43,112,552.60",True
2015-Nov-20 Friday,"['12', '21', '28', '34', '36', '45', '48']",26,"32,930,389.20",True
2015-Nov-13 Friday,"['7', '11', '19', '38', '40', '41', '42']",49,"23,000,000",True
2015-Nov-06 Friday,"['1', '10', '12', '20', '29', '35', '47']",4,"60,000,000",False
2015-Oct-30 Friday,"['2', '11', '19', '38', '43', '45', '49']",9,"55,000,000",True
2015-Oct-23 Friday,"['2', '7', '12', '28', '29', '38', '48']",27,"50,000,000",True
2015-Oct-16 Friday,"['9', '14', '19', '21', '31', '32', '40']",16,"42,954,379.70",True
2015-Oct-09 Friday,"['8', '11', '14', '23', '26', '42', '47']",1,"31,950,379.40",True
2015-Oct-02 Friday,"['10', '12', '24', '26', '34', '43', '47']",38,"22,195,302.20",True
2015-Sep-25 Friday,"['1', '7', '15', '18', '21', '30', '45']",22,"60,000,000",False
2015-Sep-18 Friday,"['13', '16', '17', '21', '35', '40', '46']",18,"55,000,000",True
2015-Sep-11 Friday,"['21', '22', '27', '30', '39', '42', '44']",8,"50,000,000",True
2015-Sep-04 Friday,"['7', '8', '15', '19', '36', '37', '41']",43,"36,272,415.10",True
2015-Aug-28 Friday,"['2', '4', '5', '17', '29', '39', '41']",48,"26,967,068.70",True
2015-Aug-21 Friday,"['3', '13', '15', '22', '33', '41', '49']",11,"18,198,623.10",True
2015-Aug-14 Friday,"['1', '15', '17', '25', '34', '40', '41']",38,"12,000,000",True
2015-Aug-07 Friday,"['5', '13', '20', '37', '39', '40', '41']",28,"50,000,000",False
2015-Jul-31 Friday,"['2', '5', '27', '32', '35', '42', '46']",48,"40,842,324.80",True
2015-Jul-24 Friday,"['2', '4', '11', '19', '28', '29', '38']",42,"30,194,017.20",True
2015-Jul-17 Friday,"['23', '24', '29', '36', '42', '43', '49']",38,"55,000,000",False
2015-Jul-10 Friday,"['12', '14', '23', '25', '31', '38', '40']",36,"50,000,000",True
2015-Jul-03 Friday,"['1', '6', '30', '40', '46', '47', '49']",37,"50,000,000",True
2015-Jun-26 Friday,"['2', '4', '16', '23', '30', '32', '46']",38,"50,000,000",True
2015-Jun-19 Friday,"['7', '14', '15', '16', '21', '30', '41']",17,"43,000,000",True
2015-Jun-12 Friday,"['4', '7', '11', '19', '34', '38', '48']",45,"38,000,000",True
2015-Jun-05 Friday,"['2', '10', '13', '16', '30', '33', '48']",44,"50,000,000",False
2015-May-29 Friday,"['1', '30', '38', '39', '44', '45', '47']",43,"50,000,000",True
2015-May-22 Friday,"['1', '4', '21', '24', '29', '30', '46']",25,"50,000,000",True
2015-May-15 Friday,"['16', '23', '24', '25', '40', '46', '47']",17,"50,000,000",True
2015-May-08 Friday,"['1', '7', '17', '27', '32', '44', '48']",18,"50,000,000",True
2015-May-01 Friday,"['6', '18', '20', '37', '40', '44', '46']",49,"50,000,000",True
2015-Apr-24 Friday,"['3', '37', '38', '40', '42', '43', '46']",12,"50,000,000",True
2015-Apr-17 Friday,"['7', '11', '14', '15', '19', '30', '41']",22,"30,000,000",True
2015-Apr-10 Friday,"['7', '8', '16', '18', '24', '25', '46']",37,"22,000,000",True
2015-Apr-03 Friday,"['10', '11', '23', '28', '32', '34', '41']",29,"17,000,000",True
2015-Mar-27 Friday,"['3', '7', '15', '23', '29', '31', '45']",46,"12,000,000",True
2015-Mar-20 Friday,"['7', '10', '16', '35', '36', '42', '45']",24,"50,000,000",False
2015-Mar-13 Friday,"['2', '8', '10', '15', '17', '20', '24']",14,"40,000,000",True
2015-Mar-06 Friday,"['2', '8', '9', '10', '24', '26', '41']",37,"30,338,621.50",True
2015-Feb-27 Friday,"['4', '12', '16', '27', '37', '39', '44']",32,"22,257,354.30",True
2015-Feb-20 Friday,"['26', '34', '38', '41', '46', '48', '49']",10,"17,000,000",True
2015-Feb-13 Friday,"['6', '9', '18', '22', '25', '32', '44']",46,"12,000,000",True
2015-Feb-06 Friday,"['1', '5', '7', '13', '14', '33', '46']",47,"50,000,000",False
2015-Jan-30 Friday,"['10', '15', '21', '28', '32', '36', '37']",9,"30,000,000",True
2015-Jan-23 Friday,"['1', '14', '15', '18', '26', '42', '48']",39,"21,000,000",True
2015-Jan-16 Friday,"['6', '29', '30', '31', '36', '42', '45']",32,"50,000,000",False
2015-Jan-09 Friday,"['3', '7', '12', '18', '31', '33', '35']",26,"50,000,000",True
2015-Jan-02 Friday,"['8', '9', '14', '19', '28', '31', '46']",48,"40,000,000",True
2016-Dec-30 Friday,"['5', '10', '14', '19', '31', '33', '47']",27,"60,000,000",True
2016-Dec-23 Friday,"['1', '5', '11', '26', '28', '30', '41']",49,"60,000,000",True
2016-Dec-16 Friday,"['2', '9', '27', '32', '38', '39', '43']",45,"55,000,000",True
2016-Dec-09 Friday,"['11', '17', '24', '26', '34', '35', '39']",16,"50,000,000",True
2016-Dec-02 Friday,"['5', '8', '20', '21', '29', '40', '47']",7,"30,178,311",True
2016-Nov-25 Friday,"['2', '11', '20', '22', '31', '35', '47']",39,"21,253,803.40",True
2016-Nov-18 Friday,"['7', '10', '21', '24', '38', '40', '49']",3,"15,000,000",True
2016-Nov-11 Friday,"['8', '14', '18', '20', '24', '39', '46']",23,"50,000,000",False
2016-Nov-04 Friday,"['4', '23', '29', '36', '39', '44', '46']",24,"44,292,520.40",True
2016-Oct-28 Friday,"['3', '5', '19', '29', '33', '34', '44']",41,"33,997,514.30",True
2016-Oct-21 Friday,"['33', '34', '36', '42', '44', '45', '47']",14,"24,936,517.20",True
2016-Oct-14 Friday,"['14', '18', '22', '25', '36', '39', '44']",34,"16,315,472.70",True
2016-Oct-07 Friday,"['8', '9', '12', '24', '29', '36', '37']",17,"10,000,000",True
2016-Sep-30 Friday,"['4', '12', '17', '21', '32', '38', '42']",46,"37,499,701.20",False
2016-Sep-23 Friday,"['3', '13', '24', '36', '39', '44', '45']",19,"27,127,863",True
2016-Sep-16 Friday,"['7', '12', '14', '15', '27', '34', '44']",6,"60,000,000",False
2016-Sep-09 Friday,"['4', '10', '11', '27', '29', '32', '41']",42,"55,000,000",True
2016-Sep-02 Friday,"['1', '12', '15', '22', '25', '45', '48']",16,"50,000,000",True
2016-Aug-26 Friday,"['3', '10', '17', '19', '26', '27', '42']",46,"45,544,040.10",True
2016-Aug-19 Friday,"['19', '22', '25', '32', '37', '45', '47']",40,"34,313,924.60",True
2016-Aug-12 Friday,"['5', '7', '15', '18', '19', '27', '28']",25,"60,000,000",False
2016-Aug-05 Friday,"['4', '6', '10', '20', '40', '46', '47']",39,"60,000,000",True
2016-Jul-29 Friday,"['11', '15', '25', '26', '39', '47', '49']",30,"60,000,000",True
2016-Jul-22 Friday,"['9', '26', '28', '32', '37', '40', '45']",46,"55,000,000",True
2016-Jul-15 Friday,"['19', '30', '31', '36', '40', '44', '49']",6,"50,000,000",True
2016-Jul-08 Friday,"['1', '8', '16', '25', '30', '42', '48']",28,"30,000,000",True
2016-Jul-01 Friday,"['10', '12', '14', '28', '36', '39', '45']",26,"19,903,234.50",True
2016-Jun-24 Friday,"['2', '17', '22', '24', '26', '42', '48']",6,"13,000,000",True
2016-Jun-17 Friday,"['1', '16', '20', '29', '33', '44', '46']",15,"55,000,000",False
2016-Jun-10 Friday,"['5', '11', '15', '26', '27', '33', '39']",46,"50,000,000",True
2016-Jun-03 Friday,"['12', '21', '28', '37', '40', '43', '47']",11,"35,137,567.80",True
2016-May-27 Friday,"['1', '14', '16', '20', '26', '32', '34']",18,"25,345,436.50",True
2016-May-20 Friday,"['16', '17', '19', '22', '31', '47', '49']",1,"17,000,000",True
2016-May-13 Friday,"['3', '6', '8', '17', '21', '28', '34']",2,"12,000,000",True
2016-May-06 Friday,"['1', '8', '10', '24', '26', '37', '45']",47,"50,000,000",False
2016-Apr-29 Friday,"['11', '21', '22', '24', '26', '36', '43']",10,"33,943,251.20",True
2016-Apr-22 Friday,"['13', '16', '20', '35', '37', '43', '49']",6,"24,162,342.20",True
2016-Apr-15 Friday,"['1', '9', '17', '19', '25', '27', '38']",44,"16,000,000",True
2016-Apr-08 Friday,"['9', '12', '13', '14', '28', '39', '41']",38,"50,000,000",False
2016-Apr-01 Friday,"['5', '6', '27', '28', '31', '41', '45']",12,"43,881,933.80",True
2016-Mar-25 Friday,"['1', '6', '15', '32', '42', '45', '46']",44,"32,653,460.50",True
2016-Mar-18 Friday,"['6', '8', '15', '24', '26', '39', '44']",40,"60,000,000",False
2016-Mar-11 Friday,"['9', '17', '27', '30', '31', '34', '42']",21,"60,000,000",True
2016-Mar-04 Friday,"['4', '14', '24', '41', '42', '44', '48']",26,"55,000,000",True
2016-Feb-26 Friday,"['6', '9', '22', '23', '36', '38', '47']",12,"50,000,000",True
2016-Feb-19 Friday,"['2', '11', '20', '22', '33', '40', '43']",4,"39,575,676.50",True
2016-Feb-12 Friday,"['19', '20', '26', '31', '34', '39', '48']",18,"28,648,873.10",True
2016-Feb-05 Friday,"['6', '7', '8', '9', '17', '23', '30']",18,"60,000,000",False
2016-Jan-29 Friday,"['5', '11', '14', '17', '28', '41', '47']",46,"60,000,000",True
2016-Jan-22 Friday,"['20', '21', '22', '34', '42', '43', '45']",1,"55,000,000",True
2016-Jan-15 Friday,"['7', '26', '27', '31', '32', '33', '42']",45,"50,000,000",True
2016-Jan-08 Friday,"['13', '15', '21', '24', '25', '36', '48']",10,"43,844,548.80",True
2016-Jan-01 Friday,"['6', '10', '13', '14', '25', '41', '46']",8,"32,565,615",True
2017-Dec-29 Friday,"['22', '23', '26', '35', '37', '39', '47']",14,"26,000,000",True
2017-Dec-22 Friday,"['13', '16', '19', '21', '24', '26', '30']",36,"60,000,000",False
2017-Dec-15 Friday,"['8', '14', '17', '27', '28', '30', '48']",37,"60,000,000",True
2017-Dec-08 Friday,"['1', '17', '31', '33', '39', '46', '49']",42,"55,000,000",True
2017-Dec-01 Friday,"['26', '28', '33', '38', '42', '43', '47']",16,"50,000,000",True
2017-Nov-24 Friday,"['5', '11', '20', '22', '35', '38', '46']",45,"31,379,899.30",True
2017-Nov-17 Friday,"['3', '15', '22', '23', '33', '47', '49']",6,"22,307,544",True
2017-Nov-10 Friday,"['5', '12', '18', '26', '29', '31', '37']",40,"15,000,000",True
2017-Nov-03 Friday,"['16', '17', '18', '20', '40', '42', '43']",15,"10,000,000",True
2017-Oct-27 Friday,"['1', '14', '15', '16', '24', '39', '49']",5,"15,000,000",False
2017-Oct-20 Friday,"['1', '4', '12', '27', '35', '38', '46']",8,"10,000,000",True
2017-Oct-13 Friday,"['8', '14', '16', '17', '18', '34', '41']",43,"10,000,000",False
2017-Oct-06 Friday,"['10', '17', '25', '27', '29', '34', '38']",48,"31,326,517.80",False
2017-Sep-29 Friday,"['1', '6', '14', '23', '38', '40', '47']",25,"22,000,000",True
2017-Sep-22 Friday,"['2', '10', '37', '38', '39', '43', '47']",28,"60,000,000",False
2017-Sep-15 Friday,"['15', '20', '24', '30', '39', '44', '46']",22,"55,000,000",True
2017-Sep-08 Friday,"['1', '2', '15', '16', '22', '29', '41']",27,"50,000,000",True
2017-Sep-01 Friday,"['1', '7', '18', '28', '31', '39', '48']",35,"32,180,662.70",True
2017-Aug-25 Friday,"['18', '19', '23', '34', '39', '43', '46']",1,"22,649,076.10",True
2017-Aug-18 Friday,"['2', '9', '13', '16', '25', '26', '45']",19,"15,000,000",True
2017-Aug-11 Friday,"['13', '14', '19', '26', '27', '36', '37']",18,"10,000,000",True
2017-Aug-04 Friday,"['1', '4', '11', '17', '27', '36', '37']",47,"23,017,319.20",False
2017-Jul-28 Friday,"['9', '12', '16', '24', '33', '45', '47']",14,"15,000,000",True
2017-Jul-21 Friday,"['2', '11', '12', '25', '33', '39', '44']",8,"10,000,000",True
2017-Jul-14 Friday,"['2', '4', '11', '17', '26', '41', '42']",44,"10,000,000",False
2017-Jul-07 Friday,"['4', '8', '13', '16', '26', '33', '38']",10,"23,630,711.80",False
2017-Jun-30 Friday,"['7', '24', '26', '36', '37', '43', '44']",3,"15,603,881.60",True
2017-Jun-23 Friday,"['2', '3', '6', '22', '24', '42', '46']",27,"10,000,000",True
2017-Jun-16 Friday,"['1', '5', '20', '33', '34', '41', '42']",15,"21,427,428.80",False
2017-Jun-09 Friday,"['7', '11', '20', '21', '22', '37', '47']",38,"15,000,000",True
2017-Jun-02 Friday,"['11', '12', '25', '28', '33', '41', '43']",36,"55,000,000",False
2017-May-26 Friday,"['14', '16', '18', '21', '38', '44', '49']",15,"50,000,000",True
2017-May-19 Friday,"['8', '11', '18', '25', '34', '35', '38']",44,"37,366,724.20",True
2017-May-12 Friday,"['11', '25', '26', '28', '38', '44', '45']",20,"28,003,508.80",True
2017-May-05 Friday,"['11', '14', '20', '22', '26', '35', '43']",33,"19,167,656.60",True
2017-Apr-28 Friday,"['10', '14', '22', '36', '38', '44', '45']",11,"13,000,000",True
2017-Apr-21 Friday,"['3', '4', '13', '16', '35', '47', '49']",37,"55,000,000",False
2017-Apr-14 Friday,"['23', '25', '29', '30', '42', '44', '45']",20,"50,000,000",True
2017-Apr-07 Friday,"['8', '12', '14', '34', '37', '44', '48']",45,"33,224,106.60",True
2017-Mar-31 Friday,"['1', '2', '12', '15', '22', '25', '41']",34,"23,918,897.30",True
2017-Mar-24 Friday,"['16', '19', '21', '32', '37', '39', '45']",26,"15,469,779.70",True
2017-Mar-17 Friday,"['2', '5', '6', '7', '8', '33', '45']",15,"10,000,000",True
2017-Mar-10 Friday,"['1', '11', '15', '20', '36', '41', '47']",33,"25,899,520",False
2017-Mar-03 Friday,"['3', '7', '20', '25', '29', '31', '44']",27,"17,118,851.50",True
2017-Feb-24 Friday,"['1', '17', '19', '23', '28', '29', '47']",10,"10,000,000",True
2017-Feb-17 Friday,"['5', '9', '14', '24', '33', '37', '46']",38,"26,037,102.70",False
2017-Feb-10 Friday,"['11', '16', '19', '22', '24', '38', '41']",48,"60,000,000",False
2017-Feb-03 Friday,"['8', '19', '24', '28', '34', '42', '48']",17,"60,000,000",True
2017-Jan-27 Friday,"['1', '3', '8', '22', '29', '38', '47']",11,"55,000,000",True
2017-Jan-20 Friday,"['4', '10', '21', '28', '29', '37', '45']",20,"50,000,000",True
2017-Jan-13 Friday,"['2', '8', '24', '30', '31', '38', '40']",42,"34,792,323.50",True
2017-Jan-06 Friday,"['10', '13', '18', '19', '38', '47', '48']",42,"60,000,000",False
2018-Dec-28 Friday,"['5', '13', '14', '16', '17', '29', '49']",18,"39,517,071.40",False
2018-Dec-21 Friday,"['7', '21', '23', '25', '31', '34', '45']",37,"60,000,000",False
2018-Dec-14 Friday,"['6', '7', '11', '21', '23', '27', '41']",49,"60,000,000",True
2018-Dec-07 Friday,"['2', '9', '15', '23', '26', '30', '41']",13,"60,000,000",True
2018-Nov-30 Friday,"['5', '8', '15', '20', '25', '26', '47']",22,"60,000,000",True
2018-Nov-23 Friday,"['1', '7', '13', '14', '22', '42', '48']",47,"60,000,000",True
2018-Nov-16 Friday,"['11', '17', '24', '34', '41', '42', '48']",21,"55,000,000",True
2018-Nov-09 Friday,"['2', '12', '31', '34', '39', '48', '49']",1,"50,000,000",True
2018-Nov-02 Friday,"['9', '10', '16', '23', '24', '39', '49']",7,"42,035,644",True
2018-Oct-26 Friday,"['2', '3', '4', '8', '9', '20', '30']",45,"60,000,000",False
2018-Oct-19 Friday,"['10', '15', '16', '17', '19', '27', '38']",9,"60,000,000",True
2018-Oct-12 Friday,"['18', '31', '38', '45', '46', '47', '48']",16,"60,000,000",True
2018-Oct-05 Friday,"['8', '9', '12', '20', '22', '27', '30']",28,"60,000,000",True
2018-Sep-28 Friday,"['25', '28', '31', '36', '42', '44', '49']",37,"60,000,000",True
2018-Sep-21 Friday,"['3', '9', '15', '16', '19', '45', '48']",42,"60,000,000",True
2018-Sep-14 Friday,"['1', '3', '5', '10', '16', '27', '43']",14,"55,000,000",True
2018-Sep-07 Friday,"['3', '12', '21', '34', '37', '38', '41']",22,"50,000,000",True
2018-Aug-31 Friday,"['2', '4', '18', '19', '20', '39', '44']",11,"34,014,154.10",True
2018-Aug-24 Friday,"['3', '5', '7', '11', '13', '20', '29']",30,"24,160,362.10",True
2018-Aug-17 Friday,"['12', '17', '22', '27', '28', '29', '35']",43,"16,026,187",True
2018-Aug-10 Friday,"['2', '9', '18', '33', '36', '40', '49']",38,"10,000,000",True
2018-Aug-03 Friday,"['9', '11', '23', '33', '35', '36', '42']",6,"10,000,000",False
2018-Jul-27 Friday,"['8', '11', '14', '17', '26', '30', '36']",48,"35,201,538.40",False
2018-Jul-20 Friday,"['6', '8', '12', '19', '20', '25', '49']",18,"25,024,590.80",True
2018-Jul-13 Friday,"['1', '4', '5', '22', '25', '32', '34']",27,"60,000,000",False
2018-Jul-06 Friday,"['1', '11', '20', '32', '41', '42', '44']",47,"55,000,000",True
2018-Jun-29 Friday,"['3', '5', '17', '23', '28', '43', '46']",29,"50,000,000",True
2018-Jun-22 Friday,"['3', '10', '16', '28', '31', '38', '47']",20,"41,897,192.30",True
2018-Jun-15 Friday,"['18', '23', '28', '37', '44', '45', '47']",9,"35,000,000",True
2018-Jun-08 Friday,"['12', '25', '27', '29', '34', '44', '45']",7,"60,000,000",False
2018-Jun-01 Friday,"['2', '11', '17', '18', '22', '25', '39']",3,"60,000,000",True
2018-May-25 Friday,"['7', '10', '13', '19', '24', '31', '41']",1,"60,000,000",True
2018-May-18 Friday,"['4', '13', '23', '30', '31', '37', '43']",32,"60,000,000",True
2018-May-11 Friday,"['11', '22', '28', '33', '39', '43', '47']",23,"60,000,000",True
2018-May-04 Friday,"['1', '11', '15', '16', '20', '29', '39']",32,"55,000,000",True
2018-Apr-27 Friday,"['8', '9', '11', '17', '37', '39', '41']",19,"50,000,000",True
2018-Apr-20 Friday,"['6', '14', '16', '22', '30', '42', '45']",35,"32,984,201.90",True
2018-Apr-13 Friday,"['1', '8', '9', '22', '29', '30', '32']",17,"23,765,526.50",True
2018-Apr-06 Friday,"['7', '18', '29', '30', '41', '45', '46']",40,"15,000,000",True
2018-Mar-30 Friday,"['1', '12', '18', '19', '21', '24', '41']",15,"10,000,000",True
2018-Mar-23 Friday,"['7', '12', '15', '23', '35', '43', '49']",19,"15,542,241.70",False
2018-Mar-16 Friday,"['13', '24', '29', '31', '35', '36', '42']",37,"10,000,000",True
2018-Mar-09 Friday,"['13', '18', '20', '26', '32', '35', '47']",12,"32,318,758.80",False
2018-Mar-02 Friday,"['7', '25', '26', '28', '32', '36', '37']",2,"23,000,000",True
2018-Feb-23 Friday,"['13', '17', '24', '32', '33', '44', '45']",48,"60,000,000",False
2018-Feb-16 Friday,"['5', '14', '22', '23', '35', '40', '49']",43,"55,000,000",True
2018-Feb-09 Friday,"['6', '19', '24', '25', '36', '37', '39']",17,"50,000,000",True
2018-Feb-02 Friday,"['3', '8', '9', '24', '28', '31', '44']",32,"33,285,314.90",True
2018-Jan-26 Friday,"['7', '8', '13', '19', '23', '32', '40']",9,"24,038,400.10",True
2018-Jan-19 Friday,"['9', '18', '25', '30', '39', '40', '43']",5,"15,562,127",True
2018-Jan-12 Friday,"['1', '8', '16', '19', '26', '34', '41']",10,"10,000,000",True
2018-Jan-05 Friday,"['1', '3', '13', '15', '28', '36', '49']",14,"35,317,981.10",False
2019-Dec-31 Tuesday,"['3', '4', '11', '19', '30', '39', '40']",25,"65,000,000",True
2019-Dec-27 Friday,"['13', '27', '34', '36', '38', '45', '50']",18,"60,000,000",True
2019-Dec-24 Tuesday,"['1', '6', '12', '13', '19', '23', '38']",37,"55,000,000",True
2019-Dec-20 Friday,"['14', '23', '28', '29', '30', '33', '48']",9,"50,000,000",True
2019-Dec-17 Tuesday,"['19', '20', '23', '29', '35', '40', '47']",31,"40,000,000",True
2019-Dec-13 Friday,"['2', '12', '14', '15', '26', '34', '39']",48,"31,000,000",True
2019-Dec-10 Tuesday,"['7', '11', '19', '30', '42', '43', '50']",44,"26,000,000",True
2019-Dec-06 Friday,"['9', '11', '17', '19', '35', '36', '43']",28,"21,000,000",True
2019-Dec-03 Tuesday,"['2', '10', '20', '30', '32', '35', '50']",21,"16,000,000",True
2019-Nov-29 Friday,"['3', '8', '14', '15', '24', '33', '48']",4,"11,000,000",True
2019-Nov-26 Tuesday,"['13', '14', '18', '22', '42', '44', '47']",12,"50,000,000",False
2019-Nov-22 Friday,"['5', '9', '23', '29', '30', '31', '37']",34,"40,000,000",True
