Result Date,Numbers,Bonus Number,Prize,Rollover
2019-Nov-19 Tuesday,"['5', '13', '23', '25', '27', '32', '44']",3,"30,000,000",True
2019-Nov-15 Friday,"['15', '16', '33', '36', '38', '43', '49']",4,"25,000,000",True
2019-Nov-12 Tuesday,"['1', '14', '16', '22', '32', '39', '45']",31,"20,000,000",True
2019-Nov-08 Friday,"['3', '5', '10', '18', '26', '33', '46']",49,"15,000,000",True
2019-Nov-05 Tuesday,"['5', '7', '15', '18', '35', '37', '45']",47,"10,000,000",True
2019-Nov-01 Friday,"['10', '20', '24', '25', '32', '39', '46']",15,"10,000,000",False
2019-Oct-29 Tuesday,"['10', '17', '18', '22', '23', '25', '34']",37,"20,000,000",False
2019-Oct-25 Friday,"['6', '11', '16', '18', '23', '26', '40']",45,"15,000,000",True
2019-Oct-22 Tuesday,"['1', '4', '6', '9', '25', '31', '43']",10,"10,000,000",True
2019-Oct-18 Friday,"['3', '21', '29', '37', '40', '43', '44']",38,"32,000,000",False
2019-Oct-15 Tuesday,"['17', '18', '22', '27', '29', '31', '34']",8,"27,000,000",True
2019-Oct-11 Friday,"['1', '3', '11', '13', '19', '22', '46']",31,"22,000,000",True
2019-Oct-08 Tuesday,"['18', '24', '31', '38', '44', '46', '50']",40,"17,000,000",True
2019-Oct-04 Friday,"['20', '31', '35', '36', '39', '42', '44']",23,"65,000,000",False
2019-Oct-01 Tuesday,"['1', '15', '19', '31', '40', '41', '43']",49,"60,000,000",True
2019-Sep-27 Friday,"['3', '9', '25', '26', '28', '34', '38']",36,"55,000,000",True
2019-Sep-24 Tuesday,"['3', '22', '26', '32', '38', '42', '43']",8,"50,000,000",True
2019-Sep-20 Friday,"['9', '15', '26', '36', '39', '41', '47']",37,"40,000,000",True
2019-Sep-17 Tuesday,"['2', '4', '17', '39', '40', '43', '46']",44,"32,000,000",True
2019-Sep-13 Friday,"['4', '16', '21', '32', '44', '45', '50']",26,"27,000,000",True
2019-Sep-10 Tuesday,"['1', '15', '16', '20', '27', '38', '50']",9,"22,000,000",True
2019-Sep-06 Friday,"['4', '5', '24', '25', '43', '44', '50']",41,"17,000,000",True
2019-Sep-03 Tuesday,"['6', '8', '11', '13', '28', '42', '48']",27,"12,000,000",True
2019-Aug-30 Friday,"['5', '9', '33', '36', '39', '41', '44']",27,"50,000,000",False
2019-Aug-27 Tuesday,"['5', '7', '19', '28', '32', '35', '44']",46,"40,000,000",True
2019-Aug-23 Friday,"['5', '6', '8', '15', '22', '46', '47']",31,"30,000,000",True
2019-Aug-20 Tuesday,"['9', '17', '23', '37', '44', '46', '48']",4,"25,000,000",True
2019-Aug-16 Friday,"['22', '24', '25', '26', '29', '32', '46']",20,"20,000,000",True
2019-Aug-13 Tuesday,"['1', '5', '38', '39', '42', '47', '49']",15,"15,000,000",True
2019-Aug-09 Friday,"['10', '25', '31', '34', '36', '39', '45']",9,"10,000,000",True
2019-Aug-06 Tuesday,"['19', '22', '28', '30', '36', '38', '39']",25,"26,000,000",False
2019-Aug-02 Friday,"['11', '20', '23', '24', '26', '41', '44']",38,"21,000,000",True
2019-Jul-30 Tuesday,"['4', '6', '10', '15', '24', '40', '43']",3,"16,000,000",True
2019-Jul-26 Friday,"['11', '15', '17', '20', '24', '25', '50']",30,"60,000,000",False
2019-Jul-23 Tuesday,"['4', '8', '11', '16', '28', '29', '44']",43,"55,000,000",True
2019-Jul-19 Friday,"['1', '15', '21', '29', '30', '31', '33']",5,"50,000,000",True
2019-Jul-16 Tuesday,"['11', '14', '17', '21', '23', '26', '36']",19,"40,000,000",True
2019-Jul-12 Friday,"['3', '13', '19', '25', '28', '30', '37']",1,"30,000,000",True
2019-Jul-09 Tuesday,"['10', '13', '31', '32', '36', '40', '41']",17,"25,000,000",True
2019-Jul-05 Friday,"['1', '4', '8', '28', '32', '36', '43']",40,"20,000,000",True
2019-Jul-02 Tuesday,"['6', '14', '26', '31', '34', '36', '45']",25,"15,000,000",True
2019-Jun-28 Friday,"['7', '11', '36', '37', '38', '43', '46']",26,"10,000,000",True
2019-Jun-25 Tuesday,"['2', '14', '15', '23', '27', '44', '45']",8,"20,000,000",False
2019-Jun-21 Friday,"['11', '16', '17', '20', '42', '44', '50']",31,"15,000,000",True
2019-Jun-18 Tuesday,"['1', '6', '13', '15', '38', '42', '49']",48,"10,000,000",True
2019-Jun-14 Friday,"['4', '11', '20', '22', '37', '44', '49']",13,"19,000,000",False
2019-Jun-11 Tuesday,"['18', '23', '28', '32', '34', '44', '50']",29,"65,000,000",False
2019-Jun-07 Friday,"['4', '8', '13', '23', '25', '33', '39']",17,"60,000,000",True
2019-Jun-04 Tuesday,"['7', '19', '22', '28', '34', '41', '42']",12,"55,000,000",True
2019-May-31 Friday,"['6', '29', '34', '39', '42', '47', '50']",22,"50,000,000",True
2019-May-28 Tuesday,"['4', '9', '10', '26', '27', '29', '37']",14,"40,000,000",True
2019-May-24 Friday,"['9', '11', '15', '19', '20', '35', '41']",28,"32,000,000",True
2019-May-21 Tuesday,"['2', '3', '8', '18', '31', '39', '50']",33,"27,000,000",True
2019-May-17 Friday,"['4', '21', '23', '39', '40', '42', '50']",17,"22,000,000",True
2019-May-14 Tuesday,"['9', '24', '27', '33', '40', '44', '48']",41,"17,000,000",True
2019-May-10 Friday,"['16', '17', '31', '34', '36', '39', '41']",10,"12,000,000",True
2019-May-03 Friday,"['2', '3', '5', '12', '21', '22', '37']",19,"50,000,000",False
2019-Apr-26 Friday,"['9', '17', '21', '23', '36', '41', '48']",12,"35,503,620.40",True
2019-Apr-19 Friday,"['2', '16', '21', '33', '39', '42', '47']",1,"25,538,201.70",True
2019-Apr-12 Friday,"['2', '20', '21', '30', '31', '39', '45']",18,"16,268,207.60",True
2019-Apr-05 Friday,"['1', '2', '16', '21', '23', '25', '28']",48,"55,000,000",False
2019-Mar-29 Friday,"['10', '12', '19', '22', '25', '32', '42']",39,"50,000,000",True
2019-Mar-22 Friday,"['1', '3', '20', '21', '27', '28', '44']",43,"35,784,176.60",True
2019-Mar-15 Friday,"['6', '11', '25', '31', '36', '41', '49']",47,"25,841,633.70",True
2019-Mar-08 Friday,"['2', '9', '16', '17', '21', '22', '32']",38,"16,709,061",True
2019-Mar-01 Friday,"['2', '23', '24', '29', '40', '48', '49']",18,"10,000,000",True
2019-Feb-22 Friday,"['6', '31', '33', '34', '43', '44', '46']",22,"25,951,985.90",False
2019-Feb-15 Friday,"['1', '2', '32', '37', '38', '39', '45']",16,"16,815,804.60",True
2019-Feb-08 Friday,"['18', '23', '31', '32', '36', '38', '43']",27,"10,000,000",True
2019-Feb-01 Friday,"['2', '6', '13', '19', '21', '32', '40']",12,"26,600,135.80",False
2019-Jan-25 Friday,"['6', '12', '20', '24', '40', '42', '47']",44,"17,409,601.30",True
2019-Jan-18 Friday,"['3', '19', '22', '30', '32', '37', '40']",20,"10,000,000",True
2019-Jan-11 Friday,"['8', '15', '21', '28', '29', '30', '39']",23,"18,256,875.10",False
2019-Jan-04 Friday,"['7', '22', '25', '26', '35', '41', '45']",3,"10,000,000",True
2020-Dec-29 Tuesday,"['8', '12', '23', '25', '29', '43', '46']",13,"17,000,000",True
2020-Dec-25 Friday,"['8', '12', '16', '30', '38', '48', '50']",14,"12,000,000",True
2020-Dec-22 Tuesday,"['4', '29', '30', '37', '38', '43', '44']",15,"50,000,000",False
2020-Dec-18 Friday,"['2', '9', '10', '22', '31', '35', '49']",30,"40,750,253.70",True
2020-Dec-15 Tuesday,"['1', '4', '20', '33', '44', '45', '49']",47,"32,656,638.20",True
2020-Dec-11 Friday,"['9', '21', '30', '33', '38', '39', '46']",48,"27,000,000",True
2020-Dec-08 Tuesday,"['5', '13', '14', '21', '36', '37', '43']",40,"22,000,000",True
2020-Dec-04 Friday,"['5', '7', '14', '23', '24', '46', '47']",11,"17,000,000",True
2020-Dec-01 Tuesday,"['1', '4', '9', '15', '18', '24', '31']",43,"60,000,000",False
2020-Nov-27 Friday,"['9', '15', '35', '41', '42', '45', '46']",43,"55,000,000",True
2020-Nov-24 Tuesday,"['6', '8', '13', '27', '41', '46', '47']",39,"50,000,000",True
2020-Nov-20 Friday,"['11', '17', '29', '33', '39', '40', '42']",48,"43,914,461.60",True
2020-Nov-17 Tuesday,"['6', '18', '21', '30', '31', '34', '38']",1,"35,561,011.80",True
2020-Nov-13 Friday,"['3', '4', '7', '19', '44', '48', '49']",8,"29,357,946.50",True
2020-Nov-10 Tuesday,"['4', '6', '18', '27', '28', '30', '40']",13,"24,000,000",True
2020-Nov-06 Friday,"['7', '9', '19', '20', '26', '32', '35']",49,"19,000,000",True
2020-Nov-03 Tuesday,"['5', '7', '14', '21', '26', '34', '49']",31,"14,000,000",True
2020-Oct-30 Friday,"['19', '20', '23', '31', '37', '46', '48']",50,"55,000,000",False
2020-Oct-27 Tuesday,"['2', '9', '11', '29', '33', '39', '44']",15,"50,000,000",True
2020-Oct-23 Friday,"['2', '8', '20', '21', '29', '34', '37']",41,"42,293,529.30",True
2020-Oct-20 Tuesday,"['8', '27', '30', '44', '46', '47', '50']",32,"34,000,000",True
2020-Oct-16 Friday,"['1', '4', '8', '10', '12', '17', '41']",19,"29,000,000",True
2020-Oct-13 Tuesday,"['3', '10', '13', '19', '21', '45', '49']",12,"24,000,000",True
2020-Oct-09 Friday,"['4', '6', '12', '30', '32', '33', '34']",29,"70,000,000",False
2020-Oct-06 Tuesday,"['4', '5', '9', '19', '28', '34', '44']",8,"65,000,000",True
2020-Oct-02 Friday,"['7', '12', '16', '26', '40', '45', '49']",20,"60,000,000",True
2020-Sep-29 Tuesday,"['4', '6', '9', '15', '22', '24', '28']",44,"55,000,000",True
2020-Sep-25 Friday,"['1', '7', '9', '28', '38', '48', '50']",13,"50,000,000",True
2020-Sep-22 Tuesday,"['8', '9', '37', '38', '40', '43', '49']",28,"40,000,000",True
2020-Sep-18 Friday,"['2', '11', '22', '25', '32', '40', '44']",27,"29,520,789.80",True
2020-Sep-15 Tuesday,"['1', '5', '6', '24', '27', '28', '32']",38,"24,000,000",True
2020-Sep-11 Friday,"['4', '15', '16', '17', '35', '46', '50']",13,"19,000,000",True
2020-Sep-08 Tuesday,"['6', '12', '19', '27', '30', '32', '44']",18,"65,000,000",False
2020-Sep-04 Friday,"['7', '18', '22', '26', '35', '41', '50']",11,"60,000,000",True
2020-Sep-01 Tuesday,"['2', '9', '29', '30', '31', '35', '37']",19,"55,000,000",True
2020-Aug-28 Friday,"['5', '8', '9', '28', '32', '48', '50']",40,"50,000,000",True
2020-Aug-25 Tuesday,"['1', '21', '34', '38', '39', '40', '46']",24,"40,000,000",True
2020-Aug-21 Friday,"['1', '2', '5', '11', '20', '30', '39']",27,"31,403,089.80",True
2020-Aug-18 Tuesday,"['1', '2', '16', '32', '44', '46', '50']",6,"25,000,000",True
2020-Aug-14 Friday,"['3', '22', '37', '39', '41', '43', '44']",20,"20,000,000",True
2020-Aug-11 Tuesday,"['9', '17', '22', '33', '36', '45', '46']",41,"15,000,000",True
2020-Aug-07 Friday,"['9', '21', '26', '28', '30', '37', '44']",31,"10,000,000",True
2020-Aug-04 Tuesday,"['18', '24', '25', '30', '31', '33', '48']",27,"26,000,000",False
2020-Jul-31 Friday,"['8', '16', '19', '22', '28', '31', '38']",25,"70,000,000",False
2020-Jul-28 Tuesday,"['7', '10', '11', '24', '39', '43', '48']",23,"65,000,000",True
2020-Jul-24 Friday,"['17', '20', '27', '29', '37', '39', '41']",10,"60,000,000",True
2020-Jul-21 Tuesday,"['7', '22', '26', '35', '46', '47', '49']",19,"55,000,000",True
2020-Jul-17 Friday,"['5', '11', '15', '18', '20', '24', '46']",37,"50,000,000",True
2020-Jul-14 Tuesday,"['3', '9', '21', '35', '44', '47', '48']",23,"40,202,155.40",True
2020-Jul-10 Friday,"['17', '18', '27', '38', '39', '40', '47']",24,"35,000,000",True
2020-Jul-07 Tuesday,"['9', '20', '21', '22', '25', '26', '37']",3,"30,000,000",True
2020-Jul-03 Friday,"['3', '4', '21', '33', '38', '44', '45']",32,"25,000,000",True
2020-Jun-30 Tuesday,"['11', '12', '22', '33', '37', '48', '49']",41,"20,000,000",True
2020-Jun-26 Friday,"['8', '14', '31', '36', '39', '46', '47']",20,"15,000,000",True
2020-Jun-23 Tuesday,"['2', '3', '6', '13', '37', '42', '46']",19,"10,000,000",True
2020-Jun-19 Friday,"['3', '12', '17', '22', '29', '31', '48']",8,"10,000,000",False
2020-Jun-16 Tuesday,"['1', '3', '22', '30', '31', '37', '40']",6,"15,000,000",False
2020-Jun-12 Friday,"['1', '16', '24', '28', '30', '31', '47']",25,"10,000,000",True
2020-Jun-09 Tuesday,"['4', '16', '19', '32', '35', '36', '38']",28,"25,000,000",False
2020-Jun-05 Friday,"['1', '8', '15', '16', '32', '39', '40']",31,"20,000,000",True
2020-Jun-02 Tuesday,"['8', '14', '16', '17', '29', '41', '42']",47,"15,000,000",True
2020-May-29 Friday,"['5', '12', '15', '23', '26', '38', '41']",45,"10,000,000",True
2020-May-26 Tuesday,"['5', '27', '34', '37', '39', '41', '47']",20,"15,000,000",False
2020-May-22 Friday,"['9', '11', '14', '21', '22', '24', '41']",10,"10,000,000",True
2020-May-19 Tuesday,"['22', '23', '24', '25', '37', '40', '49']",19,"15,000,000",False
2020-May-15 Friday,"['7', '30', '32', '40', '47', '48', '50']",16,"10,000,000",True
2020-May-12 Tuesday,"['11', '19', '22', '26', '33', '46', '48']",1,"15,000,000",False
2020-May-08 Friday,"['3', '4', '10', '11', '26', '28', '40']",31,"10,000,000",True
2020-May-05 Tuesday,"['25', '28', '32', '41', '42', '44', '45']",18,"13,000,000",False
2020-May-01 Friday,"['3', '12', '25', '36', '37', '42', '49']",9,"55,000,000",False
2020-Apr-28 Tuesday,"['9', '18', '23', '36', '39', '43', '48']",46,"50,000,000",True
2020-Apr-24 Friday,"['8', '9', '19', '26', '27', '31', '46']",48,"49,000,000",True
2020-Apr-21 Tuesday,"['9', '10', '13', '21', '40', '41', '43']",4,"44,000,000",True
2020-Apr-17 Friday,"['2', '15', '21', '29', '40', '47', '50']",35,"39,000,000",True
2020-Apr-14 Tuesday,"['3', '6', '9', '22', '29', '38', '39']",18,"70,000,000",False
2020-Apr-10 Friday,"['3', '9', '10', '14', '15', '19', '20']",25,"70,000,000",True
2020-Apr-07 Tuesday,"['5', '20', '21', '22', '32', '37', '41']",18,"70,000,000",True
2020-Apr-03 Friday,"['5', '9', '10', '25', '27', '29', '38']",31,"70,000,000",True
2020-Mar-31 Tuesday,"['5', '7', '22', '29', '32', '37', '39']",3,"70,000,000",True
2020-Mar-27 Friday,"['3', '4', '13', '14', '30', '36', '41']",21,"70,000,000",True
2020-Mar-24 Tuesday,"['2', '11', '16', '18', '19', '20', '25']",5,"65,000,000",True
2020-Mar-20 Friday,"['9', '16', '17', '18', '21', '22', '27']",31,"60,000,000",True
2020-Mar-17 Tuesday,"['4', '5', '8', '15', '27', '41', '48']",37,"55,000,000",True
2020-Mar-13 Friday,"['7', '14', '15', '35', '36', '49', '50']",11,"50,000,000",True
2020-Mar-10 Tuesday,"['5', '6', '27', '37', '38', '46', '48']",9,"40,000,000",True
2020-Mar-06 Friday,"['2', '9', '10', '35', '41', '42', '47']",40,"30,553,711.80",True
2020-Mar-03 Tuesday,"['10', '14', '15', '25', '27', '39', '48']",28,"24,000,000",True
2020-Feb-28 Friday,"['21', '27', '30', '32', '33', '36', '46']",38,"19,000,000",True
2020-Feb-25 Tuesday,"['15', '32', '36', '40', '41', '43', '48']",10,"70,000,000",False
2020-Feb-21 Friday,"['4', '7', '14', '37', '48', '49', '50']",28,"65,000,000",True
2020-Feb-18 Tuesday,"['3', '6', '19', '23', '33', '40', '45']",48,"60,000,000",True
2020-Feb-14 Friday,"['14', '17', '20', '34', '38', '45', '49']",5,"55,000,000",True
2020-Feb-11 Tuesday,"['14', '15', '19', '22', '31', '36', '39']",23,"50,000,000",True
2020-Feb-07 Friday,"['21', '24', '26', '31', '36', '48', '49']",39,"40,000,000",True
2020-Feb-04 Tuesday,"['3', '12', '18', '25', '43', '46', '50']",33,"32,000,000",True
2020-Jan-31 Friday,"['2', '27', '30', '39', '44', '45', '49']",17,"27,000,000",True
2020-Jan-28 Tuesday,"['4', '10', '12', '27', '30', '44', '46']",7,"22,000,000",True
2020-Jan-24 Friday,"['2', '11', '14', '21', '23', '34', '36']",5,"17,000,000",True
2020-Jan-21 Tuesday,"['7', '11', '16', '21', '31', '36', '44']",46,"12,000,000",True
2020-Jan-17 Friday,"['5', '6', '36', '39', '40', '46', '48']",34,"50,000,000",False
2020-Jan-14 Tuesday,"['5', '16', '19', '23', '30', '37', '48']",44,"40,000,000",True
2020-Jan-10 Friday,"['10', '13', '14', '24', '28', '47', '48']",12,"33,000,000",True
2020-Jan-07 Tuesday,"['3', '8', '12', '14', '17', '18', '29']",11,"70,000,000",False
2020-Jan-03 Friday,"['8', '18', '20', '24', '31', '37', '39']",34,"70,000,000",True
2021-Sep-03 Friday,"['1', '2', '4', '10', '27', '33', '45']",31,"20,000,000",True
2021-Aug-31 Tuesday,"['3', '11', '23', '26', '31', '42', '50']",24,"15,000,000",True
2021-Aug-27 Friday,"['9', '10', '13', '25', '41', '47', '49']",36,"10,000,000",True
2021-Aug-24 Tuesday,"['1', '24', '26', '29', '30', '45', '50']",5,"20,000,000",False
2021-Aug-20 Friday,"['2', '6', '21', '31', '34', '39', '45']",33,"15,000,000",True
2021-Aug-17 Tuesday,"['5', '16', '18', '33', '37', '38', '39']",35,"10,000,000",True
2021-Aug-13 Friday,"['1', '14', '17', '20', '28', '32', '38']",6,"15,000,000",False
2021-Aug-10 Tuesday,"['14', '18', '19', '32', '35', '38', '41']",27,"10,000,000",True
2021-Aug-06 Friday,"['14', '15', '24', '43', '44', '48', '49']",47,"34,162,116.30",False
2021-Aug-03 Tuesday,"['4', '5', '9', '15', '24', '36', '48']",50,"26,195,795.20",True
2021-Jul-30 Friday,"['4', '12', '18', '19', '22', '25', '44']",43,"20,000,000",True
2021-Jul-27 Tuesday,"['5', '12', '13', '32', '36', '40', '48']",49,"15,000,000",True
2021-Jul-23 Friday,"['7', '8', '13', '21', '35', '38', '45']",15,"10,000,000",True
2021-Jul-20 Tuesday,"['2', '13', '15', '19', '38', '39', '46']",34,"44,023,273.40",False
2021-Jul-16 Friday,"['13', '17', '24', '26', '33', '46', '48']",27,"36,173,940.20",True
2021-Jul-13 Tuesday,"['2', '6', '12', '13', '17', '36', '48']",25,"27,682,886",True
2021-Jul-09 Friday,"['11', '21', '32', '33', '38', '40', '44']",19,"21,000,000",True
2021-Jul-06 Tuesday,"['10', '14', '25', '26', '38', '41', '50']",49,"65,000,000",False
2021-Jul-02 Friday,"['6', '14', '35', '37', '40', '43', '46']",19,"60,000,000",True
2021-Jun-29 Tuesday,"['6', '17', '22', '23', '32', '37', '47']",13,"55,000,000",True
2021-Jun-25 Friday,"['10', '13', '18', '33', '36', '45', '47']",22,"50,000,000",True
2021-Jun-22 Tuesday,"['7', '11', '22', '28', '33', '44', '49']",10,"70,000,000",False
2021-Jun-18 Friday,"['11', '14', '15', '24', '34', '43', '47']",36,"70,000,000",True
2021-Jun-15 Tuesday,"['2', '8', '12', '13', '14', '36', '43']",29,"70,000,000",True
2021-Jun-11 Friday,"['20', '21', '25', '33', '38', '44', '45']",22,"70,000,000",True
2021-Jun-08 Tuesday,"['1', '9', '14', '24', '26', '37', '42']",29,"70,000,000",True
2021-Jun-04 Friday,"['2', '3', '16', '28', '31', '42', '47']",12,"70,000,000",True
2021-Jun-01 Tuesday,"['6', '20', '21', '28', '38', '43', '47']",40,"70,000,000",True
2021-May-28 Friday,"['7', '18', '22', '40', '44', '46', '50']",5,"65,000,000",True
2021-May-25 Tuesday,"['6', '9', '11', '19', '24', '38', '46']",18,"60,000,000",True
2021-May-21 Friday,"['5', '6', '25', '31', '32', '44', '48']",39,"55,000,000",True
2021-May-18 Tuesday,"['5', '9', '18', '27', '32', '38', '40']",34,"50,000,000",True
2021-May-14 Friday,"['3', '18', '19', '24', '26', '27', '45']",20,"40,000,000",True
2021-May-11 Tuesday,"['14', '15', '20', '32', '35', '38', '50']",46,"30,000,000",True
2021-May-07 Friday,"['1', '8', '17', '21', '35', '39', '46']",31,"25,000,000",True
2021-May-04 Tuesday,"['1', '23', '27', '33', '39', '45', '49']",40,"20,000,000",True
2021-Apr-30 Friday,"['2', '14', '27', '30', '31', '35', '43']",38,"15,000,000",True
2021-Apr-27 Tuesday,"['7', '11', '14', '26', '27', '29', '36']",2,"10,000,000",True
2021-Apr-23 Friday,"['1', '3', '4', '11', '19', '24', '42']",27,"10,000,000",False
2021-Apr-20 Tuesday,"['7', '10', '11', '19', '22', '30', '37']",18,"15,000,000",False
2021-Apr-16 Friday,"['1', '13', '19', '27', '42', '49', '50']",32,"10,000,000",True
2021-Apr-13 Tuesday,"['15', '16', '18', '19', '22', '44', '47']",28,"30,462,718.20",False
2021-Apr-09 Friday,"['1', '19', '28', '29', '31', '33', '43']",17,"25,000,000",True
2021-Apr-06 Tuesday,"['2', '14', '24', '25', '35', '44', '45']",11,"20,000,000",True
2021-Apr-02 Friday,"['30', '32', '33', '34', '37', '45', '49']",25,"15,000,000",True
2021-Mar-30 Tuesday,"['12', '22', '25', '30', '37', '38', '45']",2,"10,000,000",True
2021-Mar-26 Friday,"['2', '4', '16', '24', '25', '27', '49']",29,"15,000,000",False
2021-Mar-23 Tuesday,"['5', '6', '12', '28', '29', '36', '46']",40,"10,000,000",True
2021-Mar-19 Friday,"['2', '7', '8', '26', '30', '43', '48']",25,"13,000,000",False
2021-Mar-16 Tuesday,"['8', '15', '25', '27', '33', '39', '44']",20,"50,000,000",False
2021-Mar-12 Friday,"['5', '12', '15', '23', '28', '38', '39']",46,"44,811,026.30",True
2021-Mar-09 Tuesday,"['3', '7', '16', '22', '29', '31', '42']",15,"35,774,276.40",True
2021-Mar-05 Friday,"['6', '9', '23', '25', '31', '36', '48']",30,"29,000,000",True
2021-Mar-02 Tuesday,"['9', '29', '30', '36', '42', '46', '49']",47,"24,000,000",True
2021-Feb-26 Friday,"['11', '17', '19', '22', '27', '31', '40']",38,"70,000,000",False
2021-Feb-23 Tuesday,"['3', '13', '14', '20', '30', '45', '49']",35,"65,000,000",True
2021-Feb-19 Friday,"['1', '5', '10', '18', '20', '40', '42']",47,"60,000,000",True
2021-Feb-16 Tuesday,"['1', '6', '12', '21', '34', '37', '47']",20,"55,000,000",True
2021-Feb-12 Friday,"['2', '5', '10', '11', '14', '23', '33']",47,"50,000,000",True
2021-Feb-09 Tuesday,"['4', '12', '16', '17', '33', '36', '44']",2,"40,000,000",True
2021-Feb-05 Friday,"['1', '2', '23', '32', '35', '36', '45']",28,"30,882,292.30",True
2021-Feb-02 Tuesday,"['17', '24', '27', '34', '38', '42', '48']",19,"25,000,000",True
2021-Jan-29 Friday,"['9', '11', '20', '22', '33', '36', '46']",49,"20,000,000",True
2021-Jan-26 Tuesday,"['26', '37', '42', '44', '46', '49', '50']",24,"15,000,000",True
2021-Jan-22 Friday,"['11', '21', '23', '25', '28', '41', '43']",10,"60,000,000",False
2021-Jan-19 Tuesday,"['23', '31', '34', '38', '40', '45', '50']",41,"55,000,000",True
2021-Jan-15 Friday,"['5', '23', '31', '35', '36', '37', '43']",13,"50,000,000",True
2021-Jan-12 Tuesday,"['4', '12', '13', '15', '18', '30', '50']",34,"40,000,000",True
2021-Jan-08 Friday,"['4', '21', '24', '25', '26', '27', '42']",8,"32,000,000",True
2021-Jan-05 Tuesday,"['1', '16', '21', '24', '35', '37', '39']",45,"27,000,000",True
2021-Jan-01 Friday,"['18', '21', '28', '29', '31', '32', '49']",38,"22,000,000",True
